Host,DateTime,Seconds,Temperature,Humidity,whiteLight,irLight
hc4,2018-06-27 12:19:48,1530116388.6906736,29.7,49.1,,
hc4,2018-06-27 12:20:49,1530116449.3067224,29.7,49.2,,
hc4,2018-06-27 12:21:49,1530116509.9119346,29.7,49.4,,
hc4,2018-06-27 12:22:04,1530116524.4486947,29.7,49.4,,
hc4,2018-06-27 12:23:05,1530116585.1136355,29.7,49.4,,
hc4,2018-06-27 12:23:30,1530116610.1205723,29.7,49.5,,
hc4,2018-06-27 12:24:03,1530116643.2010517,29.7,49.5,,
hc4,2018-06-27 12:25:03,1530116703.9081938,29.7,49.6,,
hc4,2018-06-27 12:26:07,1530116767.0922158,29.7,49.6,,
hc4,2018-06-27 12:26:51,1530116811.6267085,29.6,49.7,,
hc4,2018-06-27 12:27:52,1530116872.2463741,29.7,49.8,,
hc4,2018-06-27 12:28:52,1530116932.8548083,29.7,49.9,,
hc4,2018-06-27 12:29:53,1530116993.4635565,29.7,50.1,,
hc4,2018-06-27 12:30:54,1530117054.0719686,29.7,50.0,,
hc4,2018-06-27 12:31:54,1530117114.6644099,29.7,50.0,,
hc4,2018-06-27 12:32:55,1530117175.2692742,29.7,50.1,,
hc4,2018-06-27 12:33:55,1530117235.900495,29.7,50.2,,
hc4,2018-06-27 12:34:35,1530117275.692272,29.7,50.2,,
hc4,2018-06-27 12:34:56,1530117296.8134995,29.7,50.2,,
hc4,2018-06-27 12:35:57,1530117357.4331758,29.7,50.1,,
hc4,2018-06-27 12:36:58,1530117418.042134,29.7,50.2,,
hc4,2018-06-27 12:37:58,1530117478.674055,29.7,50.2,,
hc4,2018-06-27 12:38:59,1530117539.2776568,29.8,50.3,,
hc4,2018-06-27 12:39:59,1530117599.8827858,29.7,50.3,,
hc4,2018-06-27 12:41:00,1530117660.573316,29.7,50.3,,
hc4,2018-06-27 12:42:01,1530117721.1923416,29.7,50.3,,
hc4,2018-06-27 12:43:01,1530117781.798645,29.7,50.3,,
hc4,2018-06-27 12:44:02,1530117842.4207387,29.7,50.3,,
hc4,2018-06-27 12:45:03,1530117903.032604,29.7,50.3,,
hc4,2018-06-27 12:46:03,1530117963.6492777,29.7,50.4,,
hc4,2018-06-27 12:47:04,1530118024.2611043,29.8,50.4,,
hc4,2018-06-27 12:48:04,1530118084.87273,29.7,50.4,,
hc4,2018-06-27 12:49:05,1530118145.4927728,29.7,50.4,,
hc4,2018-06-27 12:50:06,1530118206.1310775,29.7,50.4,,
hc4,2018-06-27 12:51:06,1530118266.748183,29.7,50.3,,
hc4,2018-06-27 12:52:07,1530118327.3540502,29.7,50.3,,
hc4,2018-06-27 12:53:07,1530118387.9476666,29.7,50.4,,
hc4,2018-06-27 12:54:08,1530118448.5411856,29.7,50.3,,
hc4,2018-06-27 12:55:09,1530118509.1560476,29.7,50.4,,
hc4,2018-06-27 12:55:49,1530118549.1943219,29.7,50.4,,
hc4,2018-06-27 12:56:49,1530118609.8103802,29.7,50.4,,
hc4,2018-06-27 12:57:50,1530118670.4255188,29.7,50.4,,
hc4,2018-06-27 12:58:51,1530118731.0822914,29.7,50.4,,
hc4,2018-06-27 12:59:07,1530118747.0352964,29.7,50.4,,
hc4,2018-06-27 13:00:05,1530118805.1531498,29.7,50.4,,
hc4,2018-06-27 13:01:05,1530118865.786358,29.7,50.4,,
hc4,2018-06-27 13:02:06,1530118926.4240155,29.7,50.4,,
hc4,2018-06-27 13:03:14,1530118994.569019,29.7,50.4,,
hc4,2018-06-27 13:04:47,1530119087.7973187,29.7,50.4,,
hc4,2018-06-27 13:04:57,1530119097.4196258,29.7,50.4,,
hc4,2018-06-27 13:05:58,1530119158.0686018,29.7,50.4,,
